belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,return
,0,[],192301,en,"A young woman who works mending fishermen's nets is engaged to be married. But her fiancé has an old love who refuses to let him go. Further, his former girlfriend has a brother who is willing to use violence to protect his sister's honor.",0.205335,[],[],1912-02-14,0,16.0,[],Released,,The Mender of Nets,5.0,1,1912,0.0
,0,"[{'id': 27, 'name': 'Horror'}]",298296,en,"After discovering a mysterious doll in an attic, two high school friends are increasingly plagued by a series of disturbing and unexplained events.",0.784375,[],[],2014-09-08,0,97.0,[],Released,Do you wanna play?,Heidi,6.3,4,2014,0.0
,0,"[{'id': 27, 'name': 'Horror'}]",202865,it,,0.332114,[],[],2011-06-21,0,0.0,[],Released,,The Gerber Syndrome: Il Contagio,3.8,4,2011,0.0
,0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",204611,en,"On a typical fall evening in 1983, a young man was videotaping his niece's 5th birthday party. As the night's strange occurrences took place, he kept his video camera running, recording the entire event.",0.00022,[],[],1989-01-01,0,65.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,UFO Abduction,6.7,6,1989,0.0
,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",434758,en,"When a law student uncovers chilling secrets and places her life at risk, a bitter, rough-around-the-edges detective gets assigned to her case.",0.679884,"[{'name': 'Luna Films', 'id': 77452}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-01-10,0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Bodies can be buried, but spirits never die.",The Summoning,3.2,6,2017,0.0
,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",345915,en,"Steve Ford is a private detective in Venice Beach, Calif., who's good with the ladies, bad with the punches and wild about his dog Buddy. When local thugs steal Buddy, Ford turns to Spyder, their devious leader, and forges an unlikely alliance. With help from his best friend, Steve pulls out the big guns to retrieve Spyder's stolen cash and cocaine and save Buddy.",18.699821,"[{'name': 'Voltage Pictures', 'id': 10255}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-06-08,0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Never mess with a man's dog,Once Upon a Time in Venice,5.2,119,2017,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",439502,en,"Traces the lives of the Hartings, a blind Montreal family of three who make their living singing in the city's subway stations. The Hartings lost their only sighted child Hassan in a tragic drowning accident, and have since turned to the teachings of Russian mystic Grigori Grabovoi, hoping to resurrect their son. Resurrecting Hassan is an exploration of this family's legacy of grief, tragedy and abuse; the film will follow them on their path to redemption.",1.319057,"[{'name': 'Handshake Productions', 'id': 86169}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2017-09-22,0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Resurrecting Hassan,0.0,0,2017,0.0
,0,[],128733,en,The definitive documentary about the American silent film industry.,0.055713,[],[],1980-02-09,0,780.0,[],Released,,Hollywood,8.0,1,1980,0.0
,0,[],407173,en,"\"When a recently retired military officer Colonel is tapped by his old friend to take over the military division to help save declining Stone Creek Academy, he immediately clashes with academics dean, a civilian woman whose \"\"touchy-feely\"\" methods are at complete odds with his.\"",0.091984,[],[],2016-07-30,0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,For Love and Honor,0.0,0,2016,0.0
,0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",53355,en,"Scientists poison the water supply of a small town, turning the residents into homicidal maniacs who kill each other and anybody who passes through.",0.000844,"[{'name': 'Omega Entertainment', 'id': 8101}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-09-28,0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An experiment in terror,Nightmare at Noon,6.3,4,1988,0.0
,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",138943,en,"After the police find Derek’s daughter brutally murdered on the beach, he vows to make the culprit suffer for his actions, even if that person is ‘part of the family.’  With careful research into the history of torture, Derek prepares himself and his basement for a week of brutal tactics that will make his daughter’s killer feel the pain that he has inflicted upon so many others.  In a time when stranger danger is ever present, a single father learns that it’s the ones you trust most who have to be watched the closest.",1.566681,"[{'name': 'Slaughter FX', 'id': 24650}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2012-01-01,0,126.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Daddy's Little Girl,6.4,22,2012,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",9765,de,,0.468805,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1999-10-06,0,96.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Der große Bagarozy,5.5,4,1999,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",461805,en,"Academy Award-winning filmmaker, Oliver Stone interviews Russia's  President Vladimir Putin about divisive issues related to US/Russia relations.",0.642527,"[{'name': 'Ixtlan Productions', 'id': 525}, {'name': 'Showtime Documentary Films', 'id': 66479}, {'name': 'New Element Media', 'id': 89819}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-06-12,0,240.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Know Your Enemy,The Putin Interviews,8.1,8,2017,0.0
,1000000,"[{'id': 99, 'name': 'Documentary'}]",432602,en,"A decade after An Inconvenient Truth brought climate change into the heart of popular culture comes the riveting and rousing follow-up that shows just how close we are to a real energy revolution. Vice President Al Gore continues his tireless fight, traveling around the world training an army of climate champions and influencing international climate policy. Cameras follow him behind the scenes—in moments private and public, funny and poignant—as he pursues the empowering notion that while the stakes have never been higher, the perils of climate change can be overcome with human ingenuity and passion.",2.53117,"[{'name': 'Participant Media', 'id': 6735}, {'name': 'Actual Films', 'id': 18073}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-07-28,0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fight like your world depends on it,An Inconvenient Sequel: Truth to Power,5.9,9,2017,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",59406,en,"This film explores the evolution of propaganda and public relations in the United States, with an emphasis on the elitist theory of democracy and the relationship between war, propaganda and class. Includes original interviews with a number of dissident scholars including Noam Chomsky, Howard Zinn, Michael Parenti, Peter Phillips (Project Censored), John Stauber (PR Watch), Christopher Simpson (The Science of Coercion) and others. A deep, richly illustrated study of the nature and history of propaganda, featuring some of the world’s most insightful critics, Psywar exposes the propaganda system, providing crucial background and insight into the control of information and thought.",0.147094,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-10-08,0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Lucid and insightful study of the manipulation of public consciousness...Take heed.,PsyWar: The real battlefield is your mind,6.6,4,2010,0.0
"{'id': 238448, 'name': 'Les Ripoux - Trilogie', 'poster_path': '/qVoMEF8SQ3wO7Rvkov48EkrJJH4.jpg', 'backdrop_path': '/nxx8zQCbyYP0288TCGeIHHnBHk1.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}]",10260,fr,"My New Partner is a 1984 French comedy film directed by Claude Zidi, starring Philippe Noiret and Thierry Lhermitte. Noiret plays a streetwise Paris policeman who takes kickbacks from the minor criminals on his beat to allow them to continue. At the start of the film, his partner is busted for corruption and he narrowly escapes. He is assigned an idealistic new partner fresh from police academy. He sets out to corrupt his new partner and, after a slow start, succeeds spectacularly.",1.904295,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",1984-09-19,0,107.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,My New Partner,6.5,40,1984,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",128414,ru,"Looking for the money for a drink, an alcoholic gets a Newfoundland dog as a present from a stranger at a bird fair. He'll soon find out that the animal is not only able to speak, but to get him to give up drinking as well. Now he's determined to get rid of the dog, but that won't be an easy task.",0.47039,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1988-05-01,0,83.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Friend,4.8,5,1988,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",297736,en,"A moving, blackly comic drama about the strains in coping with ageing parents.",0.782889,"[{'name': 'Turnchapel Films', 'id': 70197}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2014-10-15,0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Radiator,8.1,4,2014,0.0
"{'id': 421566, 'name': 'Totò Collection', 'poster_path': '/4ayJsjC3djGwU9eCWUokdBWvdLC.jpg', 'backdrop_path': '/jaUuprubvAxXLAY5hUfrNjxccUh.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}]",56544,en,Assola is an imaginary village on the border between Italy and France and the borderline crosses the village itself. The French customs agent Ferdinand is always trying to catch the Italian smuggler Giuseppe. Giuseppe discovers that Ferdinand was actually born in Italy and therefore he can't be a French customs agent.,0.591066,"[{'name': 'Filmsonor', 'id': 534}, {'name': 'Les Films Ariane', 'id': 7110}, {'name': 'Vides France', 'id': 32802}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1958-09-17,0,97.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,The Law Is the Law,7.2,13,1958,0.0
,0,"[{'id': 35, 'name': 'Comedy'}]",11912,fr,"An art dealer wants to buy a Modigliani, which is tattooed on the back of an old soldier.",1.733315,"[{'name': 'Les Films Corona', 'id': 1398}, {'name': 'Les Films Copernic', 'id': 1740}, {'name': 'Ascot-Cineraid', 'id': 19158}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1968-08-17,0,90.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Tattoo,6.4,34,1968,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",83492,ru,A drama about a complicated life of a director in a small provincial theater.,0.439429,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1984-06-06,0,93.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Success,3.2,3,1984,0.0
,0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",461955,en,"\"\"\"Rakka\"\" is the story of broken humanity following the invasion of a technologically superior alien species. Bleak harrowing and unrelenting","the humans we meet must find enough courage to go on fighting.\"",/4wVeP9BHsQul7CRgdrfiUt1Rds1.jpg,"[{'name': 'Oats Studio', 'id': 91393}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2017-06-14,0,22.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,False,7.4,,0.0
,0,"[{'id': 36, 'name': 'History'}]",5040,pl,Young Pharaoh Ramses XIII clashes with Egypt's clergy over influence on the affairs of the state and its coffers.,0.739512,"\"[{'name': 'Zespól Filmowy \"\"Kadr\"\"'","'id': 1829}]\"","[{'iso_3166_1': 'PL', 'name': 'Poland'}]",1966-03-10,0,180.0,"[{'iso_639_1': 'pl', 'name': 'Polski'}]",Released,,False,6.8,,0.0
,0,"[{'id': 16, 'name': 'Animation'}]",276678,en,"Super spy and master inventor Agent F.O.X. arrives in Carrot Town with one objective: infiltrate the community of friendly rabbits, locate a mysterious artifact, and return to base immediately. But the mission is turned on its head when the secret agent is discovered... and mistaken for a distant cousin: a long-tailed rabbit. Overwhelmed by their hospitality and friendship, Long Tail is forced to make a difficult choice: abandon his mission or betray his newfound friends. He soon discovers that he is part of a dangerous plot that could threaten the peace between the two animal groups forever. Agent F.O.X. is a high octane animated adventure with lots of laughs, zany action, and a heartwarming story the entire family will enjoy.",0.450671,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2014-06-01,0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This sly spy can't be outfoxed,Agent F.O.X.,5.0,5,2014,0.0
,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",436932,en,"A former youth boxing champion, Jimmy McCabe is a man in search of hope but looking in all the wrong places. When he hits rock bottom he turns to his childhood boxing club and the only family he has left: gym owner Bill corner man Eddie and promoter Joe. Back in training, years after anyone thought he was a contender, he risks his life, as he tries to stand tall and regain his place in the world.",3.068554,"[{'name': 'Revolution Films', 'id': 163}, {'name': 'Emu Films', 'id': 74063}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2017-05-12,0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Jawbone,6.6,19,2017,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",381024,en,"The never-before-told story of the Brotherhood of Eternal Love – a spiritual group of surfers and hippies in Southern California that became the largest suppliers of psychedelic drugs in the world during the 1960s and early 1970s. Bonded by their dreams to fight social injustice and spread peace, this unlikely band of free-spirited idealists quickly transformed into a drug-smuggling empire and at the same time inadvertently invented the modern illegal drug trade. At the head of the Brotherhood, and the heart of this story, is the anti-capitalistic husband and wife team, who made it their mission to change the world through LSD.",0.435053,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-03-14,0,105.0,[],Released,"The true story of friends, family & one hundred million hits of acid",Orange Sunshine,7.3,3,2016,0.0
,0,"[{'id': 27, 'name': 'Horror'}]",354534,en,"\"\"\"Although hundreds of disturbing paranormal events occur every year",most of these chilling encounters go unreported - until now. Bear witness as hapless victims experience the unspeakable terror of confronting demonic forces,"malevolent spirits seek to possess their prey and drag them-kicking and screaming-down to hell.\"\"\"",1.434069,/8r4PNQDZ0QY8I0hSqQU5ZAt7SY1.jpg,"[{'name': 'Ruthless Pictures', 'id': 17840}, {'name': 'RLJ Entertainment', 'id': 43808}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-10-06,0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The Dead Never Rest,The Invoking 2,,0.0
,0,"[{'id': 18, 'name': 'Drama'}]",431261,en,"In 1980, a teenage boy escapes the unrest in Iran only to face more hostility in America, due to the hostage crisis. Determined to fit in, he joins the school's floundering wrestling team.",2.4738,"[{'name': 'ESX Productions', 'id': 37081}, {'name': 'ESX Entertainment', 'id': 79279}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-04-23,0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"He escaped one war, only to face another.",American Wrestler: The Wizard,7.8,6,2016,0.0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",99424,en,"During a local fishing contest, people are being mysteriously dragged into the lake and killed by a giant fish hook. After a sufficient number of deaths, the killer is finally revealed.",0.111017,"[{'name': 'Spider Lake Films Ltd. Partnership (I)', 'id': 88086}, {'name': 'Golden Chargers', 'id': 88087}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-04-01,0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fishing Was Never Like This!,Blood Hook,5.0,3,1987,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",455963,en,"In 2010 David Crowley, an Iraq veteran, aspiring filmmaker and charismatic up-and-coming voice in fringe politics, began production on his film Gray State. Set in a dystopian near-future where civil liberties are trampled by an unrestrained federal government, the film’s crowd funded trailer was enthusiastically received by the burgeoning online community of libertarians, Tea Party activists and members of the nascent alt-right. In January of 2015, Crowley was found dead with his family in their suburban Minnesota home. Their shocking deaths quickly become a cause célèbre for conspiracy theorists who speculate that Crowley was assassinated by a shadowy government concerned about a film and filmmaker that was getting too close to the truth about their aims.",0.392855,[],[],2017-08-07,0,93.0,[],Released,,A Gray State,0.0,1,2017,0.0
,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",429713,en,"The Void is a multi volume anthology series featuring some of the best award winning short films from the Horror, Suspense, Thriller, Sci-Fi and Fantasy genres, Including: Dystopia St., ...",0.143416,[],[],2016-11-08,0,86.0,[],Released,,The Void,4.0,1,2016,0.0
,0,"[{'id': 35, 'name': 'Comedy'}]",291495,en,"A bus load of American students, all jocks, cheerleaders and nerds, are on a culture trip in Europe when they stumble upon a mysterious Hamburger stand in the deep European woods, selling 100% American Burgers. A visit to the Burger Factory behind the stand, renders them trapped in this unknown territory, and they are about to realize that European notion of American Hamburgers is terrifyingly different from what they're used to... The road trip descends into a battle for survival as Americans are treated as cows. Who's going to end up in the slaughterhouse? Will the nerds ever get to score with the cheerleaders? Cliques are formed... Strategies are made... And in the midst of it all they learn a thing or two about friendship, survival, consumerism, horny teenage urges and, perhaps most importantly, to never visit a fast-food restaurant ever again. And the nerds somehow end up having the... Best. Summer. Ever.",0.679229,[],"[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",2014-10-17,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Only the finest ingredients! 100% Dead Meat!,American Burger,4.3,8,2014,0.0
,0,"[{'id': 10749, 'name': 'Romance'}]",213683,ru,,0.078478,[],[],1998-12-30,0,,[],Released,,Перекресток,5.3,2,1998,0.0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",57770,ru,,0.260901,[],[],1997-12-26,0,0.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Poor Sasha,5.0,3,1997,0.0
,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",338546,en,"Supernatural drama based on real-life events that took place in an ordinary North London home in 1977. During the autumn of that year, novice paranormal researcher Maurice Grosse hears of a family reported to be terrorised by supernatural forces. After the recent death of his own daughter, Maurice gets drawn into the family's story, which also involves a young girl at the centre of the bizarre happenings. The researcher enlists the help of experienced investigator Guy Lyon Playfair, who at first believes the case to be a scam - that is, until he comes into contact with the malevolent presence himself.",0.965857,[],[],2015-05-03,0,150.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Enfield Haunting,6.7,25,2015,0.0
,0,"[{'id': 35, 'name': 'Comedy'}]",63540,en,"Three young Russian families go for winter vacations to an unnamed exotic country, intending to rent a beach condo. However due to numerous comedic obstacles they never make it to the beach, staying at the hotel for the entire trip.",0.23968,"[{'name': 'Pushkin-Pictures', 'id': 20511}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2009-01-08,0,100.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,To the Sea!,6.3,4,2009,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",49169,en,"A tribute to the work of Alfred Hitchcock, featuring contemporary filmmakers, writers, performers, and cultural critics.",0.017893,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-08-11,0,24.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Hitchcocked!,0.0,0,2006,0.0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",92983,ru,Three stories based on O. Henry novels.,1.075938,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1962-06-06,0,84.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Businessmen,6.9,7,1962,0.0
"{'id': 284700, 'name': 'Ivan Brovkin Collection', 'poster_path': '/glEGLk03qadKtBZC1iUPgbpttCg.jpg', 'backdrop_path': '/vKaGWQBUbfW4LEdKUln9FcX6SRG.jpg'}",0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",150010,en,"This exhilarating two-part film (“Soldier Ivan Brovkin” and “Ivan Brovkin on the State Farm”) presented to the country a new national hero – kind, modest, charming and… ne’er-do-well. That “ne’er-do-well-ness” proved “Kharitonov’s special key to audiences’ hearts”. Following Brovkin’s appearance on the screen, Kharitonov had become a star of the national cinema, an idol for millions of people. His incredible popularity may be compared to that of another national hero – the world’s first cosmonaut Yuri Gagarin. And not surprisingly, it was Kharitonov who made a cameo appearance going up the festival stairs and followed with the adoring eyes of the heroines in V. Menshov’s Oscar-winning melodrama “Moscow Does Not Believe in Tears”.",1.201447,"[{'name': 'Gorky Film Studios', 'id': 21978}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1955-09-08,0,93.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Soldier Ivan Brovkin,6.5,2,1955,0.0
,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",9627,de,"Old Surehand and his faithful old friend Old Wabble are on the trail of a cold-blooded killer with the nickname 'The General'. The brother of Old Surehand was murdered by him. On the way Old Surehand and Old Wabble are involved in the running conflict between settlers and Comanches who are likely to go on the war path. Old Surehand can count on the support of his friend and blood brother Winnetou, the amiable chief of the Apaches. Written by Robert",1.720155,"[{'name': 'Jadran Film', 'id': 168}, {'name': 'Rialto Film Preben-Philipsen', 'id': 3602}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'HR', 'name': 'Croatia'}]",1965-12-14,0,90.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,They turned the frontier into a river of blood overflowing with the West's most dangerous passions.,Flaming Frontier,5.5,16,1965,0.0
,8520000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",434119,ko,"When a crime organization from North Korea crosses borders and enters South Korean soil, a South Korean detective must cooperate with a North Korean detective to investigate their whereabouts.",1.75859,"[{'name': 'CJ Entertainment', 'id': 7036}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2017-01-18,56100000,125.0,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,Confidential Assignment,6.2,5,2017,6.584507042253521
,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",443700,en,A female FBI agent is offered millions to help a thief escape from a hijacked airplane.,11.032058,"[{'name': 'Switzer Entertainment Group', 'id': 87065}, {'name': 'Safier Entertainment', 'id': 87066}, {'name': 'Taylor & Dodge', 'id': 87067}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-04-14,0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Altitude,4.1,27,2017,0.0
,0,"[{'id': 53, 'name': 'Thriller'}]",349948,en,The Dark Below is an experimental thriller set on Michigan's Great Lakes.,0.734852,"[{'name': 'Dead Wait Productons', 'id': 59374}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-06-01,0,75.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Silence is the most powerful scream,The Dark Below,4.7,3,2016,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",49491,en,"Paid 50 dollars for their time, 101 male prostitutes -- spanning all ages, ethnicities, and personal backgrounds -- are questioned by the filmmakers about their lives.",0.084178,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-06-07,0,78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,101 Rent Boys,7.0,2,2000,0.0
,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",312174,en,This is unedited raw footage of a bear I filmed with my cell phone. I'm not sure what kind of bear this is.,0.202749,"[{'name': 'Williams Street', 'id': 6760}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-12-16,0,11.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Unedited Footage of a Bear,6.0,4,2014,0.0
,0,"[{'id': 99, 'name': 'Documentary'}]",428612,en,"Examining the violent death of the filmmaker’s brother and the judicial system that allowed his killer to go free, this documentary interrogates murderous fear and racialized perception, and re-imagines the wreckage in catastrophe’s wake, challenging us to change.",1.062246,[],[],2017-01-23,0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Strong Island,4.3,4,2017,0.0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",387929,en,"AB Surveillance Solutions, a security company seems to be keeping logs and watching a family as they live a seemingly average life. However it seems that there is something darker going on under the facade.",0.22073,"[{'name': 'Williams Street', 'id': 6760}, {'name': 'AB Video Solutions', 'id': 41574}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-03-16,0,12.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Event from account 00473: Subject 3 prone on kitchen floor,This House Has People in It,4.3,3,2016,0.0
,0,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",127144,en,A singing notebook tells 3 puppets to be creative. They singalong but they're not creative as they should be. The notebook has crazy feelings about organs.,1.260183,"[{'name': 'This is It Collective', 'id': 50104}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2011-07-25,0,4.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,"Don't Hug Me, I'm Scared",7.5,14,2011,0.0
,0,"[{'id': 27, 'name': 'Horror'}]",255384,en,"Sequel to the acclaimed short film, this time we're singing about, well, time!",0.34628,"[{'name': 'Blink Industries', 'id': 50109}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2014-01-08,0,3.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some things change over Time.,"Don't Hug Me, I'm Scared II: Time",7.0,7,2014,0.0
,0,"[{'id': 27, 'name': 'Horror'}]",368051,en,The puppets learn about eating healthy.,0.405664,"[{'name': 'This is It Collective', 'id': 50104}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2015-10-14,0,6.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The food is talking.,Don't Hug Me I'm Scared 5,6.6,8,2015,0.0
,0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",459802,en,"This is the story of Dr. Bellifer, a scientific genius, who after years of smashing particles together, reveals his revolutionary new product: a cream with the power to fix all of the world’s problems.",0.589312,"[{'name': 'Brainfeeder', 'id': 80201}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2017-05-30,0,12.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The time has come for CREAM - the latest product that will fix your life.,Cream,7.0,3,2017,0.0
,750000,[],253612,en,"Hot young tech wizard Alan Resnick shares his secrets of immortality, along with his digital avatar Teddy.",0.018119,[],[],2013-12-24,0,11.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Live Forever as You Are Now with Alan Resnick,0.0,0,2013,0.0
,0,"[{'id': 35, 'name': 'Comedy'}]",350548,en,"In a 1960s-era informercial for an electric vibrating salad tossing device that, unbeknownst to the host, might have a dual purpose.",0.039004,"[{'name': 'Abominable Pictures', 'id': 32175}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-10-13,0,11.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Salad Mixxxer,0.0,0,2014,0.0
